number,q1.1,q1.3,q1.9
20194,4,4,4
20195,4,4,4
20197,4,4,4
20198,4,4,3
20200,4,4,4
20204,1,3,2
20206,4,4,3
20207,1,4,4
20208,2,4,4
20212,4,4,3
20213,1,3,3
20214,4,3,4
20215,3,4,4
20216,4,4,4
20217,3,4,4
20218,4,4,4
20219,1,4,4
20220,3,4,4
20221,5,4,4
395,5,3,5
465,4,2,6
628,6,3,4
631,5,3,5
632,1,3,5
642,5,3,4
809,3,2,5
826,5,3,4
829,5,3,4
833,1,4,4
834,1,4,7
842,5,3,6
847,3,3,7
850,2,3,5
854,6,4,7
856,6,4,7
1028,5,2,6
1031,4,3,6
1034,6,3,6
1168,4,3,6
1173,4,3,6
1175,6,3,6
1262,4,3,7
1269,5,4,7
1272,3,3,6
1276,6,3,7
1280,6,3,6
1285,6,3,6
1292,6,4,7
1442,1,4,4
1677,4,4,6
1850,3,1,5
1851,4,3,7
1854,3,3,7
1855,3,3,6
1858,2,1,6
1860,4,4,5
1864,2,2,6
1871,5,4,6
1872,5,4,6
1877,5,4,6
1883,2,2,6
1900,4,4,5
1916,3,1,6
1921,4,2,5
1961,3,2,4
2007,4,3,5
2275,3,4,6
2279,4,4,6
2280,4,4,5
2283,4,3,6
2292,3,1,6
2294,1,3,6
2297,1,1,5
2307,1,1,6
2320,6,4,3
2325,3,4,4
2347,3,3,6
2492,6,4,7
2494,4,3,4
2496,5,3,6
2676,4,4,6
2678,2,3,6
2702,1,1,4
2771,4,4,6
2774,3,3,4
2785,2,3,3
2806,3,3,6
2826,3,3,6
2834,4,3,5
2850,5,3,6
2917,1,3,6
2924,1,4,5
2941,4,3,4
2950,1,3,4
2969,1,2,5
2992,1,2,5
2994,4,2,4
3057,2,3,5
3181,4,4,6
3314,3,3,4
3318,3,3,5
3378,4,3,6
3381,4,3,6
3387,4,3,6
3390,4,3,6
3410,4,2,4
3416,6,3,6
3421,5,3,5
3456,6,4,6
3480,5,3,6
3484,6,4,7
3495,4,4,6
3502,1,3,4
3509,2,2,5
3519,1,2,6
3527,1,4,5
3532,1,2,5
3540,1,3,5
3545,2,2,4
3551,3,3,6
3558,1,2,5
3571,1,1,5
3583,1,2,4
3593,1,2,5
3596,4,3,6
3605,1,1,6
3606,1,3,5
3614,3,3,5
3631,3,3,4
3635,4,3,6
3636,2,2,5
3637,3,3,2
3645,3,4,4
3653,2,1,4
3655,3,3,5
3657,4,4,6
3671,3,3,5
3684,1,2,5
3690,2,2,5
3693,2,3,6
3706,2,3,6
3737,2,2,6
3742,1,2,4
3749,1,1,6
3751,1,1,5
3752,2,3,5
3754,2,3,5
3757,1,2,5
3759,2,3,5
3763,2,3,5
3765,1,2,5
3771,4,3,6
4208,6,2,7
4225,1,3,5
4238,3,3,6
4239,1,3,5
4241,1,2,5
4242,1,3,5
4244,1,2,6
4247,1,2,5
4249,1,2,6
4250,1,2,6
4252,1,1,6
4255,1,4,5
4259,4,3,6
4297,3,3,6
4340,4,3,6
4346,6,2,6
4354,5,2,6
4367,5,2,6
4371,6,2,6
4449,2,1,5
4457,4,2,5
4461,5,3,6
4496,5,3,6
4497,1,2,5
4499,2,3,6
4501,2,2,6
4588,2,2,6
4598,1,3,5
4599,1,3,5
4601,1,3,5
4604,1,1,5
4608,3,2,5
4610,1,2,5
4650,2,4,6
4657,4,3,6
4666,1,1,6
4667,2,3,5
4674,3,4,5
4679,1,2,5
4683,1,3,5
4687,1,3,5
4690,4,3,6
4694,4,3,6
4698,3,3,6
4757,2,3,7
4934,6,4,5
4967,4,3,6
4976,2,3,6
4986,3,3,6
4994,6,4,4
5005,3,3,5
5011,3,3,6
5017,4,3,5
5026,3,3,4
5059,3,3,6
5070,3,3,6
5107,4,4,6
5333,1,1,5
5342,3,2,6
5749,4,3,5
5755,4,3,6
5769,3,1,6
5810,3,3,6
5982,3,2,6
5988,1,2,4
6001,1,1,4
6004,1,2,4
6014,1,3,4
6023,1,2,4
6033,2,2,5
6058,5,2,6
6063,4,4,7
6064,2,2,5
6068,1,2,5
6072,2,3,4
6073,3,2,5
6206,4,3,4
6478,3,3,6
6483,5,3,5
6786,6,4,6
6801,6,4,7
6807,4,4,7
6824,4,1,7
6862,1,1,5
6948,3,3,5
6955,6,4,6
6989,6,3,6
6992,4,2,6
6994,5,3,6
7003,2,3,4
7010,4,2,4
7011,4,3,5
7065,3,3,5
7079,3,2,5
7094,2,4,7
7110,3,2,4
7415,4,4,5
7596,1,2,5
8028,2,1,4
8033,3,1,7
8054,3,3,6
8070,1,3,7
8081,5,4,4
8086,6,4,7
8098,1,2,5
8202,5,1,7
8317,3,3,6
8334,4,4,4
8342,6,2,6
8468,1,2,5
8474,1,3,6
8486,5,2,5
8513,5,2,4
8613,1,3,7
8668,1,2,1
8755,4,1,2
8879,3,2,5
8922,4,4,6
8974,1,2,6
8992,3,2,5
9062,1,3,5
9074,4,4,5
9090,4,4,6
9092,4,3,4
9097,5,3,5
9105,6,4,7
9127,4,4,6
9140,6,4,6
9156,6,4,6
9668,4,3,5
9745,3,1,7
9752,3,1,6
9758,1,3,6
9771,5,4,7
9781,4,3,6
9789,3,2,6
9805,3,3,6
9815,2,1,4
9826,4,4,7
9834,3,4,4
9843,4,4,5
9845,6,3,7
9849,6,4,6
9856,5,4,6
9864,1,4,4
9866,6,4,7
9872,2,3,1
9883,4,4,6
9889,3,1,6
9890,3,3,4
9907,3,4,5
9942,6,4,6
9952,3,2,7
10022,4,4,7
10048,1,1,4
10060,3,3,3
10069,3,4,7
10086,6,3,4
10092,4,3,4
10097,6,4,7
10102,3,4,4
10104,3,3,7
10105,1,1,4
10123,1,1,4
10128,1,1,4
10132,1,3,6
10134,1,1,4
10139,2,2,5
10140,2,2,5
10144,2,1,6
10154,1,1,4
10166,1,1,4
10177,5,2,4
10182,2,3,4
10186,3,3,4
10188,1,3,4
10233,1,1,4
10238,4,4,7
10243,5,4,7
10248,1,1,4
10257,3,1,6
10264,4,4,4
10277,3,4,6
10393,5,1,4
10409,3,3,6
10415,3,3,5
10417,5,1,4
10420,4,3,6
10424,3,2,5
10425,5,1,4
10437,5,1,4
10438,4,1,4
708,1,3,7
710,1,4,4
714,1,3,4
717,6,4,4
720,4,3,5
724,3,2,4
732,4,1,5
736,1,2,7
745,2,3,7
751,4,4,7
761,6,4,7
800,2,3,6
802,3,2,7
807,1,3,4
811,6,4,5
813,6,4,7
818,6,4,7
820,4,3,6
822,4,4,7
825,3,3,6
831,2,2,7
840,1,2,7
843,6,4,4
862,1,4,7
870,3,4,6
875,3,3,7
907,3,1,4
908,6,4,6
916,2,3,7
921,3,3,6
922,4,3,7
931,6,4,6
935,1,2,6
937,4,3,5
938,3,4,6
941,4,1,6
947,6,4,7
949,5,4,6
951,3,1,5
953,4,4,7
959,4,3,5
962,3,4,6
983,2,1,5
1006,3,2,6
1015,6,2,7
1020,1,2,6
1036,6,4,7
1058,5,4,6
1248,3,4,7
1252,3,4,6
1330,2,1,4
1334,5,3,6
1341,4,4,5
1374,1,4,5
1401,1,1,5
1656,5,4,6
1657,5,4,6
1662,5,4,6
1675,5,4,6
1693,1,1,6
1713,5,4,6
1719,2,1,6
1770,2,2,6
1822,3,3,5
1825,3,4,4
1826,1,1,5
1838,3,3,5
1848,2,1,6
1879,2,1,6
1951,4,3,7
1954,3,4,4
1994,4,4,6
2017,1,3,6
2091,4,3,6
2101,6,2,6
2115,4,4,6
2379,4,3,5
2440,3,3,6
2450,2,1,6
2458,1,1,6
2593,3,1,6
2629,6,3,5
2679,1,1,5
2700,2,2,4
2713,1,3,4
2722,2,2,4
2729,3,3,7
2808,5,4,3
2857,3,4,4
2863,4,2,4
2869,3,3,6
2886,4,4,6
2902,4,4,6
2903,3,4,5
2934,4,4,6
2953,1,1,6
3187,4,2,5
3206,3,3,7
3219,4,4,4
3224,3,2,6
3227,3,2,7
3239,1,1,4
3242,1,1,4
3324,2,2,4
3334,4,3,6
3343,2,3,6
3347,1,1,6
3356,3,4,4
3358,6,4,5
3364,3,1,5
3367,4,4,4
3474,3,2,4
3478,4,3,6
3481,5,4,6
3483,3,3,5
3485,3,3,6
3486,5,3,6
3534,4,3,6
3544,4,4,6
3550,3,3,5
3556,2,2,5
3560,2,2,5
3564,1,2,6
3565,4,4,5
3661,5,4,6
3666,4,4,4
3677,6,3,6
3689,4,4,6
3734,5,3,5
3739,4,3,4
3746,4,2,5
3761,6,2,6
3786,2,3,6
3823,6,3,6
3828,3,3,3
3830,6,4,6
3836,1,3,6
3839,4,3,6
3849,4,3,6
3850,3,3,6
3851,2,3,4
3852,3,3,6
3871,3,3,6
3877,3,3,6
3883,3,3,6
3889,3,3,6
3897,1,1,6
4152,3,2,4
4825,3,3,6
4836,4,3,4
4870,4,4,4
4924,5,2,7
4939,4,3,7
4940,3,4,6
4949,4,4,6
4965,4,4,5
4979,3,3,6
5007,4,4,6
5019,5,4,6
5039,4,2,5
5049,3,4,6
5066,2,3,4
5196,1,3,5
5199,4,3,6
5208,3,3,4
5211,4,4,4
5217,5,3,6
5221,5,3,6
5223,3,3,6
5224,1,2,5
5247,5,3,4
5250,5,4,6
5255,3,4,5
5262,5,2,6
5265,6,4,5
5285,4,4,5
5291,3,3,6
5361,4,3,6
5372,3,4,6
5380,4,4,6
5389,3,3,5
5397,4,3,6
5403,4,3,5
5543,4,4,4
5849,4,4,4
5883,5,4,6
6081,2,3,4
7055,4,4,5
7071,5,2,5
7075,4,2,6
7082,1,3,5
7087,6,4,6
7093,4,4,6
7104,1,3,5
7115,1,3,5
7120,1,3,5
7126,4,3,6
7136,1,3,5
7141,1,1,6
7149,2,1,6
7203,6,3,5
7211,1,3,5
7217,6,4,6
7318,1,2,5
7376,1,2,5
7380,1,2,5
7712,1,2,5
7722,1,2,5
7737,1,2,5
7743,1,2,5
7750,1,1,5
7759,1,2,5
7768,1,2,5
7772,1,2,5
7777,2,1,5
7780,1,2,5
7785,1,2,5
7790,1,2,5
7801,2,1,5
7812,1,1,5
7816,1,1,5
7821,1,2,5
7826,1,2,5
7834,2,4,5
7841,1,2,5
7848,1,2,5
7852,1,4,4
7855,2,4,5
7862,3,3,5
7866,4,4,5
7870,3,3,5
7877,4,3,5
7883,3,4,5
7894,3,3,5
7901,1,4,4
7926,4,3,5
7937,1,1,5
7941,5,4,5
7946,3,3,6
7977,1,2,6
7979,5,3,6
7993,1,2,5
7995,3,2,7
8001,4,4,5
8005,1,2,6
8042,1,4,4
8048,1,4,6
8050,6,4,6
8058,3,3,6
8059,3,3,6
8068,4,4,6
8082,1,2,5
8093,5,3,5
8127,1,2,5
8129,1,2,5
8135,4,4,6
8142,1,1,6
8151,1,2,5
8167,1,2,5
8188,1,2,5
8205,3,3,5
8214,1,2,5
8243,2,4,5
8256,1,4,5
8267,1,2,5
8280,2,3,5
8291,1,4,5
8449,5,2,5
8457,1,1,5
8478,3,4,6
8482,4,4,5
8485,4,2,5
8493,6,4,6
8503,4,4,5
8518,6,4,6
8526,4,3,5
8529,4,4,5
8532,4,3,6
8537,5,2,5
8538,5,4,7
8546,5,2,5
8562,4,3,6
8569,4,2,5
8572,4,2,5
8596,1,1,6
8687,4,3,4
8694,3,4,5
8718,2,1,6
8750,4,2,5
8753,1,1,5
8768,4,2,5
8866,3,2,5
8918,4,3,6
8925,1,2,5
9094,5,3,6
9143,4,4,4
9423,3,1,5
9428,3,1,5
9433,1,2,6
9444,3,1,5
9450,1,2,5
9459,2,1,5
9508,5,1,7
9565,2,1,6
9569,3,2,6
9578,2,2,6
9581,2,2,6
9585,2,1,5
9586,2,1,4
9790,5,4,6
9824,4,4,4
9835,2,1,4
9871,3,3,7
9955,4,4,5
9964,1,1,4
9979,3,4,5
10175,3,4,4
10183,4,3,7
10405,6,4,7
10412,4,3,4
10431,3,3,4
10448,4,2,4
10456,4,3,6
10463,4,3,5
20435,1,3,4
20436,3,2,4
20437,4,3,6
20439,4,4,5
20440,3,3,4
20441,5,4,6
20442,3,3,6
20443,2,2,6
20444,1,2,4
20445,4,4,6
20449,1,4,4
20450,2,2,6
20451,4,4,7
20452,4,4,6
20453,1,4,5
20454,1,3,4
20455,1,4,6
20456,2,3,7
20458,1,2,6
20459,3,4,6
20460,3,4,5
20461,4,4,5
20462,5,4,6
20463,4,3,7
20465,3,2,2
20466,3,3,5
20467,4,2,6
20469,3,3,4
20470,4,3,6
20471,4,3,6
20472,1,3,5
20473,1,4,5
20474,4,2,6
20475,1,3,6
20477,2,2,6
20478,1,2,5
20479,3,4,5
20480,3,4,5
20481,3,3,5
20484,4,3,4
20486,3,4,4
20487,3,3,4
20488,3,3,6
20489,1,3,5
20490,3,3,6
20491,4,3,5
20493,5,4,6
20496,1,2,5
20497,3,4,3
20499,1,4,5
20500,4,4,6
20501,3,2,6
20502,4,3,5
20503,4,3,6
20504,4,3,7
20505,3,2,4
20508,3,2,6
20510,4,4,7
20511,1,2,6
20512,4,2,5
133,6,4,4
136,5,4,4
168,1,1,6
169,1,3,6
171,3,3,5
182,5,4,6
190,6,4,7
191,3,4,4
192,3,3,6
194,5,4,4
196,4,3,5
197,6,4,7
199,5,4,5
220,6,4,4
223,5,4,4
224,6,3,6
227,1,2,4
228,3,3,5
237,4,3,7
240,3,3,4
249,6,3,5
253,6,3,7
255,3,1,6
256,4,3,5
258,4,2,6
262,1,4,4
263,1,2,5
272,1,3,4
275,4,3,4
278,6,3,6
279,3,2,7
283,6,3,5
285,6,3,6
311,3,4,5
312,6,4,7
318,3,4,5
323,2,4,7
327,6,4,6
346,3,3,6
348,6,4,7
350,6,4,7
351,3,4,4
363,1,2,5
367,6,3,5
369,3,1,7
376,6,4,7
405,4,2,6
418,6,4,7
420,6,4,7
651,6,4,6
656,4,3,4
1489,6,2,6
1509,4,3,6
1542,4,4,5
1566,4,4,4
1601,4,4,5
1614,3,3,4
1615,3,3,6
1616,4,3,6
1619,5,4,5
1620,5,4,6
1621,5,4,6
1622,3,1,6
1790,3,4,5
1792,1,2,6
1795,2,3,5
1796,1,3,6
1847,3,2,5
1856,4,2,5
1862,3,1,6
1874,4,1,6
1878,5,1,6
1887,4,1,6
1990,4,1,6
2000,3,1,6
2042,3,1,6
2050,4,1,6
2068,3,1,6
2281,4,2,6
2310,3,1,6
2316,5,2,6
2322,3,2,7
2329,3,2,6
2332,5,2,6
2396,4,3,7
2560,2,3,6
2568,3,2,6
2570,4,2,6
2574,5,2,6
2576,4,2,6
2579,5,1,6
2718,3,1,6
3303,4,3,6
3305,5,1,6
3308,3,3,6
3312,2,2,5
3444,3,3,6
4192,1,3,5
4232,3,4,6
5460,1,1,6
5512,2,2,5
5623,2,2,5
5628,1,2,3
5637,1,2,5
5683,1,2,6
5688,3,4,5
5691,4,3,4
5695,2,2,4
5702,2,2,4
5706,1,3,4
5714,3,3,4
5738,2,2,5
5767,1,3,4
5768,2,1,5
5771,5,4,5
5773,4,4,5
5776,4,3,4
6040,5,3,5
6047,4,4,5
6053,3,3,5
6060,3,3,5
6106,2,2,5
6108,3,3,6
6121,3,3,6
6131,1,2,6
6169,3,3,6
6171,2,2,5
6178,2,1,6
6181,2,3,5
6188,1,2,6
6194,1,3,5
6207,1,1,5
6215,2,1,5
6220,2,3,6
6422,3,3,6
6500,3,3,5
6503,4,3,6
6506,4,3,6
6513,2,3,5
6516,3,3,6
6526,4,3,5
6528,6,3,5
6529,2,3,5
6612,2,3,5
6614,2,3,6
6619,3,3,6
6622,2,3,5
6631,2,3,5
6645,3,3,6
6651,2,3,5
6653,2,3,6
6861,1,1,5
6888,3,3,5
6913,2,3,5
6945,3,2,5
6987,3,3,5
7032,1,1,5
7049,3,3,5
7121,2,3,6
7132,1,3,5
7156,2,3,6
7163,2,3,6
7212,2,3,6
7218,2,3,6
7224,3,3,6
7229,2,3,6
7231,2,3,6
7238,3,2,6
7242,2,3,6
7254,3,2,6
7260,3,2,6
7266,2,3,6
7270,2,3,7
7274,2,3,6
7276,3,3,6
7281,2,3,6
7288,3,2,6
7291,3,3,5
7346,3,2,6
7372,3,3,5
7406,3,3,5
7411,3,3,5
7417,3,3,6
7422,3,3,6
7426,4,3,5
7430,4,3,6
7433,4,3,5
7436,5,3,6
7438,4,3,5
7441,4,3,5
7445,1,2,5
7446,1,3,5
7447,4,3,6
7450,2,2,6
7456,3,3,6
7463,2,3,6
7478,3,3,6
7483,1,2,5
7485,4,3,6
7500,1,2,5
7531,2,1,6
7541,2,1,6
7544,3,1,6
7546,2,1,5
7549,3,4,5
7550,3,2,6
7552,4,3,5
7555,3,3,4
7556,3,1,6
7560,2,3,5
7563,2,1,6
7564,2,1,5
7566,3,3,5
7568,2,4,4
7569,2,1,5
7570,3,2,5
7572,2,2,6
7574,3,4,4
7584,2,1,6
7588,1,1,5
7597,1,1,6
7602,2,1,5
7607,1,3,5
7609,1,2,5
7612,1,1,6
7637,1,3,3
7640,1,2,5
7643,1,3,5
7650,3,3,6
7651,1,1,5
7652,3,2,6
7671,3,4,6
7677,1,1,6
7679,3,4,6
7688,1,2,5
7708,1,3,6
7718,1,3,6
7724,1,1,6
7764,3,4,3
7781,3,2,5
7791,3,3,6
7802,4,4,5
7828,2,2,5
7838,3,1,6
7871,3,2,6
7880,3,2,5
7882,4,4,6
7897,1,2,5
7903,3,3,5
7913,3,3,4
8057,2,2,5
8063,2,2,6
8073,2,1,5
8090,1,1,5
8110,1,2,5
8141,1,2,5
8159,1,2,5
8164,4,3,6
8177,1,2,5
8189,1,2,5
8204,2,1,5
8217,1,1,5
8229,4,3,5
8251,2,3,5
8329,6,2,5
8356,1,1,5
8446,1,2,5
8451,1,2,4
8458,2,2,5
8460,4,3,5
8472,1,1,5
8510,5,2,5
8534,3,2,6
8553,5,3,5
8560,5,3,5
8566,1,2,5
8575,4,3,6
8602,4,2,5
8619,1,1,5
8663,1,2,5
8674,4,2,5
8699,1,1,5
8724,1,1,5
8738,4,2,5
8766,4,2,5
8774,1,2,5
8781,1,1,5
8786,4,2,5
8793,1,1,5
8798,4,2,5
8800,4,2,5
8804,4,2,5
8817,3,3,7
8819,4,2,5
8821,1,3,3
8823,2,2,6
8835,4,3,6
8838,4,2,5
8839,1,1,5
8868,3,2,5
8875,1,2,5
8883,1,1,4
8887,1,1,5
8890,1,1,7
8892,3,2,5
8894,3,2,5
8897,1,1,6
8913,3,2,5
8938,1,1,5
9108,1,1,6
9112,1,2,4
10280,3,2,6
10289,3,1,4
10291,3,4,4
10302,5,3,6
10308,3,1,6
10314,1,1,4
10317,4,3,6
10318,3,1,7
10320,1,1,4
10322,1,2,6
10327,3,3,6
10328,1,1,6
10341,6,1,4
10344,3,3,6
10345,3,1,6
10346,4,1,6
10348,1,1,6
10350,4,3,6
10353,6,1,4
10356,6,1,4
10357,4,2,7
10359,1,3,5
10360,1,1,6
10363,6,1,4
10367,6,4,6
10368,4,3,6
10373,5,2,6
10375,3,3,6
10376,4,3,6
10378,3,1,6
10379,4,3,5
10382,3,3,6
10385,3,3,6
10386,1,3,6
10390,1,3,5
10400,3,3,5
10403,3,3,5
10423,3,4,5
10892,5,3,6
977,3,3,6
1190,4,3,6
1220,2,2,6
1228,3,2,7
1264,4,3,6
1845,4,1,6
1861,5,4,6
1863,4,3,6
2990,3,4,4
2991,4,3,7
3019,3,3,4
3023,2,3,5
3026,3,4,4
3029,4,3,4
3033,5,3,6
3039,6,4,5
3044,3,3,5
3048,2,4,6
3054,4,3,6
3064,4,3,6
3065,4,3,5
3072,4,4,6
4536,3,3,6
4696,2,2,5
4708,2,2,4
4750,3,2,6
4760,3,2,5
4786,3,1,6
4793,1,1,7
4797,3,2,4
4869,2,1,4
4872,1,1,4
4878,2,2,6
4895,4,3,6
5083,1,1,5
5085,5,3,4
5118,3,3,6
5213,2,2,7
5309,3,3,6
5316,1,1,7
5318,1,2,6
5487,2,1,6
5501,3,3,6
5588,3,2,6
5598,1,1,4
5611,3,4,4
5636,4,3,6
5638,2,1,6
5649,4,3,4
5673,3,1,6
5782,4,3,6
5831,2,1,6
5837,3,3,6
5838,3,3,6
5854,3,3,6
5861,3,4,6
5867,5,2,6
5879,2,2,6
5888,2,3,6
6101,1,3,6
6104,4,3,5
6165,2,2,5
6174,3,2,5
6183,2,2,5
6193,2,4,5
6211,2,3,5
6224,3,2,5
6232,3,2,5
6240,2,2,5
6533,3,3,6
6539,2,3,5
6541,3,3,6
6553,3,3,5
6554,4,4,4
6565,3,3,6
6574,2,3,5
6581,3,3,6
6585,4,3,6
6587,4,3,5
6594,2,3,5
6599,3,3,5
6603,4,3,6
6702,3,2,5
6714,2,2,5
6720,2,2,5
6735,1,2,5
6757,1,2,5
6763,2,2,5
6773,2,3,6
6823,1,2,4
6837,1,2,5
6899,2,2,5
6907,5,3,6
6925,3,3,4
6926,2,2,5
6933,2,2,5
6940,5,3,4
6942,1,2,5
6943,1,1,2
6950,5,4,3
6952,2,3,3
6970,2,2,3
6971,1,2,5
6984,2,2,4
6988,2,3,5
6993,3,3,5
6998,2,2,5
7002,2,3,4
7006,5,4,4
7022,1,2,5
7033,2,3,4
7041,1,2,3
7045,1,2,5
7050,1,3,5
7074,2,3,3
7083,2,3,6
7092,2,3,3
7108,2,4,5
7172,1,1,5
7177,1,3,5
7180,3,3,5
7183,2,1,5
7184,2,1,5
7194,2,1,5
7197,1,3,5
7199,1,1,4
7200,1,2,5
7210,3,2,5
7227,2,2,5
7247,2,2,5
7257,1,2,5
7272,1,2,5
7289,2,3,6
7293,2,2,6
7294,1,2,5
7301,2,3,6
7304,3,3,6
7311,3,3,6
7317,2,3,6
7320,2,3,6
7330,2,3,6
7333,1,2,5
7338,2,2,6
7340,4,3,5
7342,4,3,6
7345,2,3,6
7351,2,2,6
7353,1,2,5
7354,4,3,5
7366,1,2,5
7379,1,2,5
7389,2,2,5
7397,2,2,5
7404,1,2,5
7418,1,2,5
7435,1,2,5
7467,1,2,5
7484,2,2,4
7498,1,2,5
7592,2,1,5
7594,4,3,7
7595,1,2,5
7616,1,1,5
7627,1,2,5
7644,1,2,5
7657,1,2,5
7663,1,2,5
7725,3,1,7
7736,6,2,6
7744,1,2,7
7751,3,1,4
7766,4,2,6
7774,4,2,7
7786,1,2,7
7798,5,2,7
7808,4,3,5
7837,6,3,7
7846,5,4,5
7920,4,3,7
7939,5,2,6
7964,2,2,5
7967,3,2,4
7973,6,3,5
8009,3,4,3
8052,4,3,6
8056,2,3,4
8069,3,2,6
8079,6,2,7
8088,4,2,6
8099,3,3,4
8119,3,3,5
8139,4,2,6
8152,4,2,6
8179,5,3,7
8182,4,3,6
8191,5,3,6
8227,5,3,7
8237,1,2,5
8249,1,2,5
8261,6,1,6
8294,2,3,4
8303,1,3,4
8307,1,3,2
8332,3,3,4
8340,2,2,4
8355,4,1,6
8362,4,1,7
8372,5,1,6
8373,2,3,3
8382,4,2,6
8391,4,3,4
8397,3,3,5
8401,1,3,3
8403,2,3,4
8427,4,2,6
8428,5,2,5
8433,3,3,2
8436,5,3,6
8440,3,3,6
8489,2,3,4
8496,4,2,7
8508,2,2,6
8633,5,2,7
8667,3,3,4
8682,4,2,5
8700,5,2,4
8716,1,2,3
8719,2,3,4
8730,4,2,7
8862,3,3,4
8971,4,2,6
9098,6,3,7
9101,5,3,5
9110,3,1,5
9111,3,4,3
9113,6,3,6
9117,3,1,5
9128,3,2,7
9227,3,1,5
9235,5,3,7
9238,5,3,6
9260,4,3,6
9261,4,4,6
9267,3,1,5
9277,3,1,5
9283,4,4,4
9286,3,2,6
9291,1,3,4
9344,4,2,6
9376,3,1,5
9435,3,1,5
9440,3,1,5
9445,3,1,5
9460,3,1,5
9478,3,1,5
9484,4,1,7
9547,2,1,5
9553,5,3,7
9561,2,1,5
9596,5,3,3
9597,4,4,4
9599,3,1,5
9601,4,3,5
9603,3,2,5
9684,6,2,6
9688,2,1,4
9690,4,3,6
9724,2,1,4
9750,2,1,4
9770,4,2,6
9772,4,2,6
9778,2,1,4
9786,6,2,6
9832,5,2,6
9876,6,1,6
9898,4,1,7
9903,4,2,5
10160,4,3,6
10168,4,3,6
10172,1,1,4
10428,4,2,6
10621,1,1,6
10939,3,3,6
